,Berkovits Zsigmond,4501,Kemecse,Ajtósi Dürer sor 36,+36-54-204375,
,Rosenbaum Gerzson Lits,4501,Kemecse,Erzsébet tér 42,+36-55-487029,
,Kohn-Kovács Sámuel,4501,Kemecse,Margit körút 60,+36-56-572128,
,Weinberger Ábrahám Izsák,4501,Kemecse,Városligeti fasor 50,+36-57-483303,
,Bernát Miklós,5331,Kenderes,Akácfa utca 120,+36-59-143968,
,Friedlander Meir Hirsch,5331,Kenderes,Tbiliszi tér 39,+36-60-884250,
,Kohut George Alexander,5331,Kenderes,Mária utca 128,+36-61-193096,
,Rosenbaum Móse Arje Léb,5331,Kenderes,Falk Miksa utca 39,+36-62-700118,
,Weiss Adolphe,5331,Kenderes,Vas utca 120,+36-63-659593,
,Rosenberger Bernát,6041,Kerekegyháza,Fecske utca 44,+36-66-549528,
,Kolozsváry Sándor,6041,Kerekegyháza,Máriaremetei út 29,+36-68-575971,
,Weiss Ignác,6041,Kerekegyháza,Vásár utca 65,+36-69-611891,
,Friedlander Menáchem,6041,Kerekegyháza,Teleki László tér 40,+36-70-428573,
,Bernauer W,6041,Kerekegyháza,Ferihegyi út 15,+36-72-742721,
,Weiss Izsák,2144,Kerepes,Vasvári Pál utca 32,+36-73-793893,
,Friedlander Móric,2144,Kerepes,Thököly út 24,+36-74-404464,
,Komáromi Sándor,2144,Kerepes,Markó utca 27,+36-75-107497,
,Rosenberger Ede,2144,Kerepes,Fehér Sas tér 6,+36-76-292370,
,Bernfeld Jónás,2144,Kerepes,Festetics György utca 91,+36-77-882197,
,Rosenberger Gyula,8360,Keszthely,Fehérvári út 46,+36-78-455706,
,Berté Henrik,8360,Keszthely,Fiumei út 118,+36-79-427926,
,Weiss József,8360,Keszthely,Vay Ádám utca 38,+36-80-778136,
,Komlós Elemér,8360,Keszthely,Márkus Emília utca 50,+36-82-805573,
,Friedlieber Ignác,8360,Keszthely,Angol utca 78,+36-83-807519,
,Besnyõ Béla,2870,Kisbér,Flórián tér 48,+36-84-727869,
,Rosenberger József,2870,Kisbér,Felsõ erdõsor 11,+36-85-120080,
,Weiss Márkus Nissa,2870,Kisbér,Veres Pálné utca 3,+36-87-631716,
,Friedmann Ábrahám,2870,Kisbér,Tisztes utca 80,+36-88-752635,
,Komor Arnold,2870,Kisbér,Márton Áron tér 30,+36-89-244342,
,Rosenberger Lipót,3384,Kisköre,Ferenciek tere 14,+36-90-774133,
,Besnyõ Bernát,3384,Kisköre,Frankel Leó út 11,+36-91-591129,
,Komor Izidor,3384,Kisköre,Mátyás király tér 3,+36-92-631508,
,Weiss Sándor,3384,Kisköre,Verseny utca 19,+36-93-255279,
,Friedmann Cevi Hirsch,3384,Kisköre,Tivadar utca 21,+36-94-174163,
,Weisse József,6200,Kiskõrös,Víg utca 62,+36-95-414282,
,Konti Izidor,6200,Kiskõrös,Mátyás király út 85,+36-96-432969,
,Friedmann Dávid,6200,Kiskõrös,Toldy Ferenc utca 135,+36-99-416449,
,Bettelheim-Gomperz Caroline,6200,Kiskõrös,Futó utca 89,+36-20-470511,
,Rosenberger Sándor,6200,Kiskõrös,Ferihegyi repülõtérre vezetõ út 130,+36-21-495678,
,Koos Samu,6100,Kiskunfélegyháza,Mátyás tér 115,+36-22-458019,
,Rosenblatt Samuel,6100,Kiskunfélegyháza,Ferihegyi út 15,+36-23-649548,
,Bettelhelm Bernárdé,6100,Kiskunfélegyháza,Füvészkert utca 135,+36-24-853004,
,Weisshaus Imre,6100,Kiskunfélegyháza,Vigadó tér 59,+36-25-126278,
,Friedmann Dávid,6100,Kiskunfélegyháza,Tolnai Lajos utca 112,+36-26-288424,
,Weisz Ármin,6400,Kiskunhalas,Vigyázó Ferenc utca 90,+36-27-251228,
,Kopp Hermann,6400,Kiskunhalas,Mecset utca 93,+36-28-139085,
,Bettelhelm Karl,6400,Kiskunhalas,Fõ tér 21,+36-29-407375,
,Friedmann Gyula,6400,Kiskunhalas,Trefort utca 75,+36-30-318204,
,Rosenblüh Jenõ,6400,Kiskunhalas,Festetics György utca 91,+36-31-413203,
,Rosenburg Menachem Cevi,6120,Kiskunmajsa,Fiumei út 118,+36-32-186891,
,Bettelhelm Leopold,6120,Kiskunmajsa,Fõ tér 52,+36-33-311264,
,Korányi Sebald,6120,Kiskunmajsa,Ménesi út 71,+36-34-695261,
,Weisz Cevi Hirsch,6120,Kiskunmajsa,Villám utca 51,+36-35-719713,
,Friedmann Hiller,6120,Kiskunmajsa,Táncsics Mihály utca 62,+36-36-715353,
,Friedmann Ignác,2143,Kistarcsa,Tárogató út 117,+36-37-607442,
,Korein Dezsõ,2143,Kistarcsa,Mérleg utca 96,+36-40-251575,
,Rosenfeld Alfréd,2143,Kistarcsa,Flórián tér 48,+36-42-470699,
,Weisz Dániel,2143,Kistarcsa,Villányi út 132,+36-44-375764,
,Bettelhelm Mór,2143,Kistarcsa,Fõ tér 74,+36-45-738161,
,Bettelhelm Mózes,6760,Kistelek,Fõ út 44,+36-46-250310,
,Friedmann Illés,6760,Kistelek,Tóth Árpád sétány 121,+36-47-874076,
,Weisz Gábor,6760,Kistelek,Visi Imre utca 141,+36-48-359381,
,Kormos Alfréd,6760,Kistelek,Mester utca 38,+36-49-407877,
,Rosenfeld Jakab,6760,Kistelek,Fõ tér 21,+36-50-499537,
,Weisz Izsák,5310,Kisújszállás,Vörösmarty tér 112,+36-51-712874,
,Bettelhelm Samu,5310,Kisújszállás,Fõvám tér 75,+36-52-442304,
,Rosenfeld József,5310,Kisújszállás,Fõ tér 52,+36-53-386217,
,Kormos Ferenc,5310,Kisújszállás,Mészáros utca 85,+36-54-382503,
,Friedmann Jakab Károly,5310,Kisújszállás,Tömõ utca 7,+36-55-176772,
,Rosenfeld Mayer,4600,Kisvárda,Fõ tér 74,+36-56-171733,
,Korn Fülöp,4600,Kisvárda,Mexikói út 14,+36-57-112477,
,Bettelhelm Sámuel,4600,Kisvárda,Akadémia utca 44,+36-59-620971,
,Weisz Joszef Méir,4600,Kisvárda,Vörösmarty utca 100,+36-60-416366,
,Friedmann Jónás,4600,Kisvárda,Törökbecse utca 103,+36-61-865509,
,Friedmann Meir ben Benjamin,4138,Komádi,Törökvész út 89,+36-62-142763,
,Biedermann Michael Lazar,4138,Komádi,Fûrész utca 103,+36-63-628066,
,Weisz Kolonimusz,4138,Komádi,Vörösvári út 10,+36-66-521310,
,Rosenstein Mór,4138,Komádi,Fõ út 44,+36-68-704435,
,Rosenthal Dávid,2900,Komárom,Fõvám tér 75,+36-69-173385,
,Biedl Samu,2900,Komárom,Garay tér 99,+36-70-674049,
,Weisz Lajos,2900,Komárom,Weiner Leó utca 24,+36-72-370060,
,Kovács Géza,2900,Komárom,Mikszáth Kálmán tér 17,+36-73-737076,
,Friedmann Móric,2900,Komárom,Tüköry utca 35,+36-74-220490,
,Rosenthal Eliás,7300,Komló,Frankel Leó út 11,+36-75-286843,
,Friedmann Siegwart,7300,Komló,Uzsoki utca 95,+36-76-215882,
,Kovács József,7300,Komló,Mogyoródi út 117,+36-77-759195,
,Bilittzer Izsák,7300,Komló,Garay utca 114,+36-78-696126,
,Weisz Mihály,7300,Komló,Wesselényi utca 57,+36-79-235854,
,Weisz Mór,5553,Kondoros,Zichy Géza utca 123,+36-80-660818,
,Friesenhausen Dávid,5553,Kondoros,Vadász utca 140,+36-82-387012,
,Kovács József,5553,Kondoros,Mókus utca 141,+36-83-827637,
,Bing Jónás,5553,Kondoros,Garibaldi utca 68,+36-84-670317,
,Rosenthal Ferdinant,5553,Kondoros,Futó utca 89,+36-85-156390,
,Rosenthal Menachem Mendel,7761,Kozármisleny,Fûrész utca 103,+36-87-610084,
,Fruchter Lajos,7761,Kozármisleny,Vajda Péter utca 79,+36-88-884042,
,Kovács József,7761,Kozármisleny,Molnár Ferenc tér 89,+36-89-344826,
,Weisz Sámuel,7761,Kozármisleny,Zichy Jenõ utca 94,+36-90-450787,
,Biró György,7761,Kozármisleny,Gaál Mózes utca 84,+36-91-497914,
,Biró Márk,9900,Körmend,Gizella út 69,+36-92-259953,
,Kovács József,9900,Körmend,Molnár utca 108,+36-93-374831,
,Frühauf József,9900,Körmend,Vajdahunyad utca 65,+36-94-241429,
,Rosenthal Moritz,9900,Körmend,Füvészkert utca 135,+36-95-141136,
,Weisz Soma,9900,Körmend,Zoltán utca 97,+36-96-603525,
,Fuchs Arje Juda Léb,5516,Körösladány,Vajkay utca 80,+36-99-572689,
,Rosenthal Naftali,5516,Körösladány,Gaál Mózes utca 84,+36-20-228007,
,Bischitz Johanna,5516,Körösladány,Golgota út 97,+36-21-891734,
,König Sámuel,5516,Körösladány,Móra Ferenc utca 95,+36-22-536607,
,Weiszburg Gyula,5516,Körösladány,Zrínyi utca 49,+36-23-789963,
,Bisseliche Mózes,9730,Kõszeg,Gutenberg tér 65,+36-24-478989,
,Körmöczi Zoltán,9730,Kõszeg,Móricz Zsigmond körtér 131,+36-25-813143,
,Weiszenberg Ignác,9730,Kõszeg,Ajtósi Dürer sor 36,+36-26-328847,
,Rosenthal Salamon,9730,Kõszeg,Garay tér 99,+36-27-411156,
,Körmöczy Emil,5340,Kunhegyes,Mosonyi utca 100,+36-28-768875,
,Weiszkopf Artur,5340,Kunhegyes,Akácfa utca 120,+36-29-293241,
,Bistritz Meir Kohen,5340,Kunhegyes,Gyarmat utca 15,+36-30-385745,
,Fuchs Emil,5340,Kunhegyes,Vasvári Pál utca 32Fischl,+36-31-570827,
,Rosenthal Sámuel,5340,Kunhegyes,Garay utca 114,+36-32-468983,
,Bisztritz Dávid Ha-Kohen,5440,Kunszentmárton,Gyulai Pál utca 107,+36-33-658183,
,Füredi Móric,5440,Kunszentmárton,Vay Ádám utca 38,+36-34-337179,
,Kramer Miksa,5440,Kunszentmárton,Mozsár utca 22,+36-35-584211,
,Werner Géza,5440,Kunszentmárton,Akadémia utca 44,+36-36-719243,
,Rosenzweig Adolf,5440,Kunszentmárton,Garibaldi utca 68,+36-37-143921,
,Fürst Aladár,6090,Kunszentmiklós,Veres Pálné utca 3,+36-40-324276,
,Werner Sándor,6090,Kunszentmiklós,Alföldi utca 97,+36-42-600530,
,Krausz Bernát,6090,Kunszentmiklós,Munkácsy Mihály utca 126,+36-44-119712,
,Roth Áron,6090,Kunszentmiklós,Gát utca 40,+36-45-537463,
,Blatt Miklós,6090,Kunszentmiklós,Gyõrffy István utca 97,+36-46-508263,
,Fürst Jakab,2541,Lábatlan,Verseny utca 19,+36-47-769750,
,Wertheim Mór,2541,Lábatlan,Alkotás utca 75,+36-48-843767,
,Blau Emanuel,2541,Lábatlan,Gát utca 40,+36-49-197148,
,Roth Hugó,2541,Lábatlan,Gázláng utca 65,+36-50-631438,
,Krausz Ignác,2541,Lábatlan,Munkás utca 117,+36-51-648677,
,Fürst Zsigmond,6050,Lajosmizse,Anker köz 15,+36-52-290987,
,Blau György,6050,Lajosmizse,Gázláng utca 65,+36-53-391658,
,Wertheimer Salamon Áron,6050,Lajosmizse,Alkotmány utca 40,+36-54-154895,
,Roth Joel Cevi,6050,Lajosmizse,Gizella út 69,+36-55-524564,
,Krausz Juda,6050,Lajosmizse,Murányi utca 29,+36-56-770502,
,Blau Joel,9155,Lébény,Gül Baba utca 98,+36-57-203289,
,Wertheimer Sámson,9155,Lébény,Almássy tér 33,+36-59-304247,
,Roth Marcell,9155,Lébény,Golgota út 97,+36-60-321555,
,Gábel Gyula,9155,Lébény,Vigadó tér 59,+36-61-166670,
,Krausz Mihály,9155,Lébény,Múzeum utca 122,+36-62-533480,
,Gábel Jakab,8693,Lengyeltóti,Vigyázó Ferenc utca 90,+36-63-180969,
,Krausz Mór,8693,Lengyeltóti,Muzsikus cigányok parkja 129,+36-66-305614,
,Roth Mátyás,8693,Lengyeltóti,Gutenberg tér 65,+36-68-264028,
,Wessel Sámuel,8693,Lengyeltóti,Almássy utca 76,+36-69-315475,
,Blau Pál,8693,Lengyeltóti,Hajós utca 44,+36-70-814644,
,Wessely Ödön,8960,Lenti,Alpár utca 115,+36-72-709478,
,Blau William,8960,Lenti,Haller utca 63,+36-73-781579,
,Gábor Andor,8960,Lenti,Villám utca 51,+36-74-603028,
,Rothenberg Ephraim,8960,Lenti,Gül Baba utca 98,+36-75-158185,
,Krishaber Béla,8960,Lenti,Nádor utca 62,+36-76-546005,
,Rottenberg David Jehuda,4281,Létavértes,Gyarmat utca 15,+36-77-408775,
,Krishaber Mór,4281,Létavértes,Nagy Diófa utca 123,+36-78-650795,
,Wiener Izsák,4281,Létavértes,Alsó erdõsor utca 131,+36-79-357617,
,Blauner Mór,4281,Létavértes,Hamzsabégi út 75,+36-80-122671,
,Wiener Jenõné,8868,Letenye,Amerikai út 12,+36-82-295538,
,Bleier Menáchem,8868,Letenye,Harmincad utca 91,+36-83-396602,
,Kristály Jenõ,8868,Letenye,Nagy Fuvaros utca 99,+36-84-529284,
,Rottenberg Josef Halévi,8868,Letenye,Gyõrffy István utca 97,+36-85-475441,
,Ganzfried Salamon,8868,Letenye,Visi Imre utca 141,+36-87-180885,
,Bloch Henrik,3021,Lõrinci,Harminckettesek tere 33,+36-88-291850,
,Rottenberg M. N,3021,Lõrinci,Gyulai Pál utca 107,+36-89-742297,
,Garami Árpád,3021,Lõrinci,Váci utca 40,+36-90-798048,
,Wiesner Emil,3021,Lõrinci,Angol utca 78,+36-91-554786,
,Kristóf Károly,3021,Lõrinci,Nagy Ignác utca 55,+36-92-866333,
,Rottmann Mozart,2234,Maglód,Hajós utca 44,+36-93-333418,
,Gartner Nándor,2234,Maglód,Váci út 113,+36-94-493038,
,Bloch Jiszáchar Ber,2234,Maglód,Hegedû utca 126,+36-95-440722,
,Wiesner Henrik,2234,Maglód,Anker köz 15,+36-96-297558,
,Wilheim Frigyes,7342,Mágocs,Anna utca 92,+36-99-697197,
,Gáspár Artúr,7342,Mágocs,Ajtósi Dürer sor 36,+36-20-448292,
,Blum Amram,7342,Mágocs,Hegyalja út 33,+36-21-342541,
,Rózsa Félix,7342,Mágocs,Haller utca 63,+36-22-893421,
,Gáspár Bernát,6900,Makó,Alpár utca 115,+36-23-422791,
,Winkler Ernõ,6900,Makó,Apáczai Csere János utca 38,+36-24-652878,
,Rózsa Mór,6900,Makó,Hamzsabégi út 75,+36-25-800750,
,Krón-Kara Mihály,6900,Makó,Nagykörút 121,+36-26-807161,
,Blum Gyula,6900,Makó,Alföldi utca 97,+36-27-369150,
,Kubinszky Efraim,4644,Mándok,Nagymezõ utca 14,+36-28-858093,
,Winkler Gyula,4644,Mándok,Ajtósi Dürer sor 36,+36-29-416508,
,Rózsavölgyi Gyula,4644,Mándok,Harmincad utca 91,+36-30-208244,
,Gáspár Gyula,4644,Mándok,Városház tér 55,+36-31-216853,
,Blum Jicchok Jaakov,4644,Mándok,Alkotás utca 75,+36-32-578053,
,Rubin Azriel Jechiel,8700,Marcali,Harminckettesek tere 33,+36-33-234745,
,Winkler Lajos,8700,Marcali,Akácfa utca 120,+36-34-537883,
,Gáspárné Dávid Margit,8700,Marcali,Alkotmány utca 40,+36-35-400960,
,Blum Ödön,8700,Marcali,Henryk S³awik rakpart 99,+36-36-804600,
,Kun Lajos,8700,Marcali,Nagysándor József utca 114,+36-37-268552,
,Rubinstein Mátyás,4326,Máriapócs,Hársfa utca 37,+36-40-474766,
,Winkler Mordecháj Jehuda,4326,Máriapócs,Akadémia utca 44,+36-42-200664,
,Geiger Móric,4326,Máriapócs,Városligeti fasor 50,+36-44-503778,
,Blumberg Henrik,4326,Máriapócs,Hercegprímás utca 28,+36-45-286104,
,Kunitzer Moses ben Menachem,4326,Máriapócs,Nagyvárad tér 9,+36-46-712520,
,Geiger Richárd,5435,Martfû,Apáczai Csere János utca 38,+36-47-661013,
,Rubinstein Mesullam,5435,Martfû,Hegedû utca 126,+36-48-152239,
,Kunstatt Izsák,5435,Martfû,Nap utca 5,+36-49-442368,
,Winter Salamon,5435,Martfû,Alföldi utca 97,+36-50-875672,
,Blumgrund Naftali,5435,Martfû,Hermina út 57,+36-51-194487,
,Blumgrund Nátán,2462,Martonvásár,Hernád utca 30,+36-52-693869,
,Rudolfer Antal,2462,Martonvásár,Hegyalja út 33,+36-53-536020,
,Kuttna Áron,2462,Martonvásár,Nefelejcs utca 122,+36-54-292392,
,Winter Sámuel,2462,Martonvásár,Alkotás utca 75,+36-55-789287,
,Geller Móric,2462,Martonvásár,Vásár utca 65,+36-56-184026,
,Gencsi Samu,4700,Mátészalka,Víg utca 62,+36-57-713700,
,Winterberg Gyula,4700,Mátészalka,Alkotmány utca 40,+36-59-598958,
,Rust József,4700,Mátészalka,Henryk S³awik rakpart 99,+36-60-564704,
,Blücher Ephraim Izráel,4700,Mátészalka,Hidegkúti út 72,+36-61-762419,
,Kuttna József,4700,Mátészalka,Német utca 25,+36-62-539008,
,Sacherlesz Jicchok,5666,Medgyesegyháza,Hercegprímás utca 28,+36-63-432674,
,Bodor Zsigmond,5666,Medgyesegyháza,Himfy utca 102,+36-66-126921,
,Künsztler Mór,5666,Medgyesegyháza,Németh László utca 46,+36-68-110622,
,Gergely Jenõ,5666,Medgyesegyháza,Vörösmarty tér 112,+36-69-324316,
,Wirth Kálmán,5666,Medgyesegyháza,Almássy tér 33,+36-70-747353,
,Bogár Ignác,6449,Mélykút,Hock János utca 124,+36-72-538803,
,Wise Áron,6449,Mélykút,Almássy utca 76,+36-73-555514,
,Kürti Ellen,6449,Mélykút,Népszínház utca 121,+36-74-847794,
,Sacherlesz Koppel,6449,Mélykút,Hermina út 57,+36-75-162254,
,Gerõ Lajos,6449,Mélykút,Vörösmarty utca 100,+36-76-100991,
,Láczer Dénes,5650,Mezõberény,Nyár utca 54,+36-77-131879,
,Ság Manó,5650,Mezõberény,Hernád utca 30,+36-78-713089,
,Wise Stephen Sámuel,5650,Mezõberény,Alpár utca 115,+36-79-646444,
,Bokros Béla,5650,Mezõberény,Hold utca 44,+36-80-834798,
,Gerson József,5650,Mezõberény,Vörösvári út 10,+36-82-853168,
,Wittelshöfer Leopold,3450,Mezõcsát,Alsó erdõsor utca 131,+36-83-553249,
,Gerstl Ignác,3450,Mezõcsát,Weiner Leó utca 24,+36-84-508091,
,Sándor Móric,3450,Mezõcsát,Hidegkúti út 72,+36-85-814980,
,Bolgár Mózes,3450,Mezõcsát,Holló utca 114,+36-87-493648,
,Lakatos Sándor,3450,Mezõcsát,Nyugati tér 78,+36-88-598681,
,Borgida József,5820,Mezõhegyes,Homok utca 34,+36-89-128313,
,Wittmann Lázár,5820,Mezõhegyes,Amerikai út 12,+36-90-694767,
,Saphir Zsigmond,5820,Mezõhegyes,Himfy utca 102,+36-91-491746,
,Landau Leó Rafael,5820,Mezõhegyes,Ó utca 137,+36-92-328434,
,Gilányi Mór,5820,Mezõhegyes,Wesselényi utca 57,+36-93-577108,
,Landau Lipót,3441,Mezõkeresztes,Október 6. utca 82,+36-94-844578,
,Wodianer Artur,3441,Mezõkeresztes,Angol utca 78,+36-95-714542,
,Sarkadi Leó,3441,Mezõkeresztes,Hock János utca 124,+36-96-740290,
,Borsai Aron,3441,Mezõkeresztes,Honvéd utca 25,+36-99-895750,
,Ginzburg Náthán,3441,Mezõkeresztes,Zichy Géza utca 123,+36-20-585343,
,Borsai Mária,5800,Mezõkovácsháza,Horváth Mihály tér 76,+36-21-870821,
,Wodianer Fülöp,5800,Mezõkovácsháza,Anker köz 15,+36-22-787116,
,Sas Irén,5800,Mezõkovácsháza,Hold utca 44,+36-23-385435,
,Giszkalay János,5800,Mezõkovácsháza,Zichy Jenõ utca 94,+36-24-311767,
,Landau Nata ha-Lévi,5800,Mezõkovácsháza,Oktogon 10,+36-25-722032,
,Wojticzky Gyula,3400,Mezõkövesd,Anna utca 92,+36-26-342682,
,Schachter Dezsõ,3400,Mezõkövesd,Holló utca 114,+36-27-405075,
,Landesberg Izsák Áron,3400,Mezõkövesd,Olof Palme sétány 130,+36-28-718441,
,Borsodi József,3400,Mezõkövesd,Horánszky utca 113,+36-29-200822,
,Glasner Akiba,3400,Mezõkövesd,Zoltán utca 97,+36-30-217868,
,Landesberg J.Áron,5400,Mezõtúr,Orczy tér 119,+36-31-659463,
,Schauer Izráel,5400,Mezõtúr,Homok utca 34,+36-32-441879,
,Glasner Mózes,5400,Mezõtúr,Zrínyi utca 49,+36-33-601845,
,Wolf Benjámin Zév,5400,Mezõtúr,Apáczai Csere János utca 38,+36-34-501978,
,Borsodi Lajos,5400,Mezõtúr,Hubay Jenõ tér 131,+36-35-382094,
,Glatter Armin,6630,Mindszent,Zugligeti út 64,+36-36-423419,
,Scheiber Lajos,6630,Mindszent,Honvéd utca 25,+36-37-348460,
,Wolf József,6630,Mindszent,Akadémia utca 44,+36-40-718348,
,Landesberg Lipót,6630,Mindszent,Orczy út 140,+36-42-734112,
,Böhm Jakab,6630,Mindszent,Hungária körgyûrû 5,+36-44-706132,
,Lándori Vilmos,3500,Miskolc,Országház utca 57,+36-45-155159,
,Böhm Lipót,3500,Miskolc,Alkotmány utca 40,+36-46-238855,
,Scherl Ervin,3500,Miskolc,Horánszky utca 113,+36-47-665498,
,Wolf József,3500,Miskolc,Alföldi utca 97,+36-48-294175,
,Glatter Lázár Ilona,3500,Miskolc,Alsó erdõsor utca 131,+36-49-794300,
,Schey Frigyes,7700,Mohács,Horváth Mihály tér 76,+36-50-588638,
,Wolf Sándor,7700,Mohács,Alkotás utca 75,+36-51-694507,
,Glogau Áser Leml,7700,Mohács,Árpád fejedelem útja 1,+36-52-514774,
,Brám Miksa,7700,Mohács,Almássy tér 33,+36-53-723700,
,Langfelder Dávid,7700,Mohács,Osvát utca 51,+36-54-770049,
,Braun Henrik,2200,Monor,Almássy utca 76,+36-55-294764,
,Lázár Pál,2200,Monor,Osztály utca 55,+36-56-869781,
,Schey Fülöp,2200,Monor,Hõs utca 100,+36-57-653602,
,Glogau Jechiel Michael,2200,Monor,Almássy tér 33,+36-59-767844,
,Wysber Lajos,2200,Monor,Alkotmány utca 40,+36-60-182003,
,Zahler Emil,8060,Mór,Almássy tér 33,+36-61-235465,
,Schey Géza,8060,Mór,Hõsök tere 138,+36-62-161707,
,Léblang Joseph,8060,Mór,Önkéntes utca 69,+36-63-112538,
,Glüch Ábrahám,8060,Mór,Árpád út 136,+36-66-226217,
,Braun Josef,8060,Mór,Alpár utca 115,+36-68-591206,
,Schichtancz Ármin,6782,Mórahalom,Hõsök tere 3,+36-69-747413,
,Braun Miksa,6782,Mórahalom,Huszár utca 97,+36-70-572710,
,Zalin Élia,6782,Mórahalom,Almássy utca 76,+36-72-162551,
,Glüch Izsák,6782,Mórahalom,Ó utca 137,+36-73-140814,
,Lebovits József,6782,Mórahalom,Õr utca 70,+36-74-848733,
,Braun Salamon,9200,Mosonmagyaróvár,Hutyra Ferenc utca 108,+36-75-834528,
,Zálmóni József,9200,Mosonmagyaróvár,Alpár utca 115,+36-76-216052,
,Schick Ábrahám,9200,Mosonmagyaróvár,Hubay Jenõ tér 131,+36-77-566424,
,Glüch Sámuel,9200,Mosonmagyaróvár,Önkéntes utca 69,+36-78-549692,
,Lederer Richárd,9200,Mosonmagyaróvár,Örs vezér tere 4,+36-79-258610,
,Schiff Ervin,4181,Nádudvar,Hungária körgyûrû 5,+36-80-854630,
,Glücklich Emil,4181,Nádudvar,Örs vezér tere 4,+36-82-266501,
,Lederer Sándor,4181,Nádudvar,Ötpacsirta utca 21,+36-83-451410,
,Breitenstein Max,4181,Nádudvar,Hársfa utca 37,+36-84-121335,
,Zappert Georg,4181,Nádudvar,Alsó erdõsor utca 131,+36-85-895015,
,Breuer Ármin,7500,Nagyatád,Hõs utca 100,+36-87-459180,
,Zempléni Gyuláné,7500,Nagyatád,Amerikai út 12,+36-88-447442,
,Schiff Kálmán,7500,Nagyatád,Huszár utca 97,+36-89-147475,
,Lederer Sándor,7500,Nagyatád,Ötvenhatosok tere 83,+36-90-336621,
,Glücksthal Andor,7500,Nagyatád,Amerikai út 12,+36-91-465766,
,Breuer József,7561,Nagybajom,Hõsök tere 3,+36-92-589270,
,Ledofszky Mariska,7561,Nagybajom,Pál utca 40,+36-93-285957,
,Schiff Ödön,7561,Nagybajom,Hutyra Ferenc utca 108,+36-94-559710,
,Glücksthal Samu,7561,Nagybajom,Ötpacsirta utca 21,+36-95-288352,
,Zerkovitz Szidónia,7561,Nagybajom,Angol utca 78,+36-96-834005,
,Gold Simon,4355,Nagyecsed,Ötvenhatosok tere 83,+36-99-121387,
,Ziefer Jechiél Michóél,4355,Nagyecsed,Anker köz 15,+36-20-514489,
,Lefkovits Jakab,4355,Nagyecsed,Pasaréti út 100,+36-21-767639,
,Schiffer Artúr,4355,Nagyecsed,Hûvösvölgyi út 139,+36-22-718997,
,Breuer Leopold,4355,Nagyecsed,Hõsök tere 138,+36-23-731270,
,Goldberg Rafael,4485,Nagyhalász,Úri utca 28,+36-24-589923,
,Lehel Imre,4485,Nagyhalász,Paulay Ede utca 65,+36-25-488719,
,Breuer Mór,4485,Nagyhalász,Alsó erdõsor utca 131,+36-26-545823,
,Schill Salamon,4485,Nagyhalász,Ida utca 114,+36-27-450720,
,Ziegler Ignác,4485,Nagyhalász,Anna utca 92,+36-28-353577,
,Breuer Salamon,4320,Nagykálló,Hûvösvölgyi út 139,+36-29-489517,
,Goldberger Márk,4320,Nagykálló,Üllõi út 15,+36-30-353276,
,Lehner Árpád,4320,Nagykálló,Pesti út 100,+36-31-422106,
,Zilzer Gyula,4320,Nagykálló,Apáczai Csere János utca 38,+36-32-775697,
,Schiller-Szinessy Salamon,4320,Nagykálló,II. János Pál pápa tér 26,+36-33-592759,
,Schlesinger Ferdinánd,8800,Nagykanizsa,Ilka utca 51,+36-34-296707,
,Breuer Soma Kornél,8800,Nagykanizsa,II. János Pál pápa tér 26,+36-35-802555,
,Zilzer Hajnalka,8800,Nagykanizsa,Apáthy István utca 18,+36-36-660601,
,Goldberger Salamon,8800,Nagykanizsa,Akácfa utca 120,+36-37-195248,
,Leidesdorf William,8800,Nagykanizsa,Pestújhelyi út 37,+36-40-216122,
,Goldmark József,2760,Nagykáta,Anna utca 92,+36-42-705413,
,Breuer Wolf,2760,Nagykáta,Ida utca 114,+36-44-240135,
,Schlesinger Izráel Dávid,2760,Nagykáta,Illés utca 108,+36-45-405407,
,Zimmermann Gusti,2760,Nagykáta,Aradi utca 114,+36-46-460031,
,Leifer Mordechaj,2760,Nagykáta,Peterdy utca 90,+36-47-882469,
,Brill Azriel,2750,Nagykõrös,Ilka utca 51,+36-48-636360,
,Leimdörfer Dávid,2750,Nagykõrös,Péterfy Sándor utca 129,+36-49-509145,
,Schlesinger Kolev Feivel,2750,Nagykõrös,Irhás árok 104,+36-50-741201,
,Zoltán Jenõ,2750,Nagykõrös,Arany János utca 29,+36-51-314294,
,Goldschmied Lipót,2750,Nagykõrös,Amerikai út 12,+36-52-763058,
,Zord Arnold,7355,Nagymányok,Aranykéz utca 52,+36-53-757717,
,Brill Sámuel Lõb,7355,Nagymányok,Illés utca 108,+36-54-108097,
,Leipnik Hirs,7355,Nagymányok,Pethõ Sándor utca 79,+36-55-695411,
,Goldstein József,7355,Nagymányok,Angol utca 78,+36-56-609135,
,Schlesinger Lajos,7355,Nagymányok,István utca 74,+36-57-178015,
,Zöld Márton,2626,Nagymaros,Árpád fejedelem útja 1,+36-59-255046,
,Schlesinger Miksa,2626,Nagymaros,Izabella utca 119,+36-60-259327,
,Broda Zwi Hirsch,2626,Nagymaros,Irhás árok 104,+36-61-339480,
,Leipniker Márk,2626,Nagymaros,Petõfi Sándor utca 7,+36-62-782331,
,Goldstein Simon,2626,Nagymaros,Õr utca 70,+36-63-554926,
,Leitner Fülöp,3433,Nyékládháza,Piarista utca 59,+36-66-590181,
